,name,protein,unit protein,carb,unit carb,lipid,unit lip,searched
6782,chapati flmy,11.2,G,46.4,G,7.45,G,1
6783,meat dripping,11.8,G,0.67,G,14.9,G,1
6784,powdered thyme,5.56,G,24.4,G,1.68,G,1
6785,goat meat,20.6,G,0.0,G,2.31,G,1
6786,queso sauce,18.1,G,2.98,G,23.8,G,1
6787,garlic juice,40.0,G,0.0,G,0.0,G,1
6788,crawfish tail,20.4,G,0.0,G,40.7,G,1
6789,mostaccioli noodle,4.51,G,25.0,G,2.06,G,1
6790,cooked fettuccine,20.4,G,7.26,G,4.59,G,1
6791,goat's milk,3.33,G,4.17,G,3.75,G,1
6792,aromatic bitter,0.82,G,4.19,G,2.71,G,1
6793,frangelico liqueur,0.0,G,41.6,G,0.3,G,1
6794,anise liqueur,0.0,G,41.6,G,0.3,G,1
6795,sweet chocolate,6.04,G,69.5,G,21.2,G,1
6796,onion bagel,10.6,G,52.4,G,1.32,G,1
6797,coddled egg,10.7,G,2.36,G,0.0,G,1
6798,caesar crouton,10.8,G,63.5,G,18.3,G,1
6799,caerphilly cheese,16.1,G,8.85,G,23.1,G,1
6800,cactus piece,1.32,G,3.33,G,0.09,G,1
6801,caramel liqueur,0.0,G,41.6,G,0.3,G,1
6802,pork stock,2.26,G,0.0,G,0.81,G,1
6803,four-cheese ravioli,2.48,G,13.6,G,1.45,G,1
6804,toast point,1.21,G,5.37,G,0.18,G,1
6805,cheese nip,16.1,G,8.85,G,23.1,G,1
6806,non-alcoholic beer,0.21,G,8.05,G,0.12,G,1
6807,smoked cheese,20.0,G,0.0,G,26.7,G,1
6808,soft pretzel,8.2,G,69.4,G,3.1,G,1
6809,vol-au-vent case,1.2,G,2.5,G,0.2,G,1
6810,candied almond,3.33,G,92.4,G,1.67,G,1
6811,mafalda pastum,12.5,G,75.0,G,1.79,G,1
6812,seven-grain bread,0.04,G,7.63,G,0.02,G,1
6813,wensleydale cheese,17.9,G,17.9,G,25.0,G,1
6814,butter cookie,8.92,G,58.2,G,23.8,G,1
6815,grain alcohol,0.9,G,0.27,G,0.0,G,1
6816,strawberry sauce,0.67,G,7.68,G,0.3,G,1
6817,veal demi-glace,9.09,G,1.52,G,0.0,G,1
6818,turkey stock,2.26,G,0.0,G,0.81,G,1
6819,lemon soda,0.09,G,10.4,G,0.0,G,1
6820,methi seed,27.3,G,54.6,G,9.09,G,1
6821,baby octopu,12.3,G,0.0,G,0.8,G,1
6822,chanterelle mushroom,1.49,G,6.86,G,0.53,G,1
6823,sweet rice,6.67,G,80.0,G,0.0,G,1
6824,clementine juice,0.81,G,13.3,G,0.31,G,1
6825,tilsiter cheese,24.4,G,1.88,G,26.0,G,1
6826,asadero cheese,21.4,G,3.57,G,28.6,G,1
6827,cheshire cheese,23.4,G,4.78,G,30.6,G,1
6828,red currant,1.4,G,13.8,G,0.2,G,1
6829,ground ham,18.5,G,1.42,G,27.2,G,1
6830,basil sprig,3.15,G,2.65,G,0.64,G,1
6831,ham dripping,2.23,G,0.0,G,92.2,G,1
6832,cola drink,0.0,G,10.4,G,0.25,G,1
6833,cherry vodka,0.0,G,0.0,G,0.0,G,1
6834,cherry frosting,2.4,G,38.0,G,12.5,G,1
6835,dried bread,3.61,G,61.3,G,0.76,G,1
6836,dulse seaweed,3.71,G,2.4,G,1.37,G,1
6837,ground chocolate,27.1,G,0.0,G,10.3,G,1
6838,pork seasoning,0.0,G,0.0,G,0.0,G,1
6839,polish kielbasa,17.8,G,2.22,G,26.7,G,1
6840,soya flmy,9.86,G,50.7,G,25.4,G,1
6841,maize flmy,8.75,G,73.9,G,5.09,G,1
6842,olive spread,0.73,G,4.17,G,30.0,G,1
6843,ham spread,16.2,G,2.28,G,18.5,G,1
6844,other seasoning,17.2,G,12.0,G,17.2,G,1
6845,pimento strip,1.1,G,5.1,G,0.3,G,1
6846,oaxaca cheese,21.4,G,0.0,G,21.4,G,1
6847,cheesecake filling,5.5,G,25.5,G,22.5,G,1
6848,frozen squash,1.76,G,14.4,G,0.1,G,1
6849,chipotle mustard,0.0,G,40.0,G,0.0,G,1
6850,champagne grape,0.16,G,12.2,G,0.08,G,1
6851,dry champagne,0.16,G,12.2,G,0.08,G,1
6852,cracked farro,8.7,G,49.5,G,3.9,G,1
6853,blackberry syrup,0.0,G,83.3,G,0.0,G,1
6854,crowder pea,6.15,G,14.6,G,0.0,G,1
6855,rice syrup,0.0,G,85.1,G,0.0,G,1
6856,manzanilla olife,1.15,G,4.96,G,12.9,G,1
6857,green plantain,1.09,G,29.2,G,0.08,G,1
6858,guava nectar,0.3,G,13.3,G,0.07,G,1
6859,melon ball,0.84,G,7.94,G,0.25,G,1
6860,jerk rub,0.0,G,0.0,G,0.0,G,1
6861,peach salsa,0.0,G,25.0,G,0.0,G,1
6862,cocoa nib,2.3,G,79.4,G,2.64,G,1
6863,pear brandy,0.0,G,0.0,G,0.0,G,1
6864,corn muffin,4.23,G,59.2,G,22.5,G,1
6865,dried tomatoe,14.1,G,55.8,G,2.97,G,1
6866,raw mushroom,3.09,G,3.26,G,0.34,G,1
6867,steak fillet,23.0,G,9.0,G,18.0,G,1
6868,coconut biscuit,9.67,G,30.0,G,24.4,G,1
6869,sugar cookies,7.14,G,53.6,G,21.4,G,1
6870,orange squash,4.0,G,26.6,G,8.01,G,1
6871,flavor enhancer,0.0,G,0.0,G,0.0,G,1
6872,cupcake liner,4.02,G,50.7,G,10.2,G,1
6873,instant tea,0.0,G,0.0,G,0.0,G,1
6874,salted almond,10.0,G,37.5,G,50.0,G,1
6875,marie biscuit,7.05,G,70.5,G,10.6,G,1
6876,mango salsa,0.0,G,10.0,G,0.0,G,1
6877,red radish,0.68,G,3.4,G,0.1,G,1
6878,barbecue spice,0.0,G,0.0,G,0.0,G,1
6879,lobster base,14.3,G,14.3,G,7.14,G,1
6880,black caviar,24.6,G,4.0,G,17.9,G,1
6881,lumpfish caviar,21.4,G,0.0,G,7.14,G,1
6882,swai fillet,12.4,G,0.0,G,1.33,G,1
6883,calendula flower,1.03,G,3.28,G,0.07,G,1
6884,heads cauliflower,13.8,G,0.0,G,10.9,G,1
6885,masoor dal,7.14,G,14.3,G,0.0,G,1
6886,glace fruit,0.55,G,84.3,G,2.84,G,1
6887,mo glutamate,1.94,G,55.3,G,12.6,G,1
6888,citrus-infused vodka,0.0,G,0.0,G,0.0,G,1
6889,english pea,8.87,G,44.2,G,1.69,G,1
6890,fried bacon,28.3,G,1.8,G,2.78,G,1
6891,beef kielbasa,13.4,G,2.68,G,29.5,G,1
6892,chicken portion,10.9,G,18.0,G,9.92,G,1
6893,garlic crouton,10.8,G,63.5,G,18.3,G,1
6894,mint sauce,0.2,G,1.64,G,0.2,G,1
6895,o'brien potato,2.22,G,21.9,G,13.2,G,1
6896,frozen cauliflower,2.01,G,4.68,G,0.27,G,1
6897,sweet marjoram,12.7,G,60.6,G,7.04,G,1
6898,baby rocket,5.4,G,64.8,G,21.6,G,1
6899,tri-colored pastum,14.3,G,73.2,G,1.79,G,1
6900,spinach pastum,2.92,G,2.88,G,0.98,G,1
6901,pasta noodle,6.43,G,5.65,G,2.06,G,1
6902,dry tarragon,22.8,G,50.2,G,7.24,G,1
6903,green asparagu,2.2,G,3.88,G,0.12,G,1
6904,bacon fat,0.0,G,0.0,G,99.5,G,1
6905,canned peach,0.4,G,13.6,G,0.08,G,1
6906,fruit chutney,0.33,G,60.6,G,0.06,G,1
6907,small squid,17.9,G,3.54,G,1.59,G,1
6908,pudding rice,3.23,G,18.4,G,2.15,G,1
6909,star fruit,5.0,G,72.5,G,0.0,G,1
6910,coating mix,21.0,G,3.93,G,11.0,G,1
6911,dried ginger,0.0,G,92.5,G,0.0,G,1
6912,flounder fillet,15.2,G,0.0,G,1.79,G,1
6913,seasoned pepper,0.0,G,0.0,G,0.0,G,1
6914,pork,21.2,G,1.18,G,4.12,G,1
6915,delicata squash,1.18,G,10.6,G,0.0,G,1
6916,asiago-parmesan cheese,29.6,G,12.4,G,28.0,G,1
6917,white asparagu,2.2,G,3.88,G,0.12,G,1
6918,melba round,12.1,G,76.6,G,3.2,G,1
6919,white sauce,0.0,G,3.33,G,60.0,G,1
6920,whole salmon,7.55,G,3.31,G,1.86,G,1
6921,frozen asparagu,3.23,G,4.1,G,0.23,G,1
6922,cod steak,0.0,G,10.2,G,0.08,G,1
6923,fresh pastum,3.15,G,2.65,G,0.64,G,1
6924,urad dal,24.0,G,60.0,G,1.5,G,1
6925,bearnaise sauce,3.7,G,3.7,G,29.6,G,1
6926,butternut pumpkin,24.9,G,12.0,G,57.0,G,1
6927,brown bean,6.52,G,24.2,G,4.49,G,1
6928,red pear,0.33,G,14.9,G,0.14,G,1
6929,swordfish fillet,19.7,G,0.0,G,6.65,G,1
6930,mandarin liqueur,0.0,G,41.6,G,0.3,G,1
6931,large marshmallow,1.8,G,81.3,G,0.2,G,1
6932,popcorn chicken,21.4,G,15.5,G,5.36,G,1
6933,frozen crabmeat,1.18,G,15.7,G,0.43,G,1
6934,canned spinach,2.73,G,3.3,G,3.4,G,1
6935,meringue nest,7.31,G,74.2,G,0.16,G,1
6936,drinking chocolate,6.67,G,90.0,G,3.33,G,1
6937,rye whiskey,0.0,G,0.0,G,0.0,G,1
6938,irish whiskey,0.0,G,0.0,G,0.0,G,1
6939,dry wine,0.2,G,11.7,G,0.0,G,1
6940,scotch whisky,0.0,G,0.0,G,0.0,G,1
6941,chinese noodle,10.9,G,63.6,G,21.2,G,1
6942,baby clam,8.73,G,9.83,G,4.72,G,1
6943,side bacon,33.9,G,1.7,G,35.1,G,1
6944,peameal bacon,10.5,G,37.6,G,21.0,G,1
6945,palm oil,0.0,G,0.0,G,100,G,1
6946,white raisin,3.3,G,79.3,G,0.25,G,1
6947,spring green,15.4,G,68.0,G,1.92,G,1
6948,spanish peanut,26.2,G,15.8,G,49.6,G,1
6949,fresh crabmeat,3.15,G,2.65,G,0.64,G,1
6950,cambozola cheese,16.1,G,8.85,G,23.1,G,1
6951,country ham,25.0,G,1.79,G,8.93,G,1
6952,baby asparagu,2.2,G,3.88,G,0.12,G,1
6953,fresh chervil,23.2,G,49.1,G,3.9,G,1
6954,pinhead oat,11.0,G,68.8,G,8.08,G,1
6955,beef ravioli,7.89,G,32.5,G,5.26,G,1
6956,tandoori masala,12.5,G,37.5,G,12.5,G,1
6957,red salmon,23.5,G,0.0,G,7.06,G,1
6958,fresh salmon,7.55,G,3.31,G,1.86,G,1
6959,yellow rice,7.14,G,25.0,G,0.0,G,1
6960,pancake batter,4.05,G,45.4,G,0.38,G,1
6961,honey syrup,4.16,G,51.3,G,16.1,G,1
6962,serrano ham,32.1,G,3.57,G,10.7,G,1
6963,pork mince,16.3,G,1.84,G,20.7,G,1
6964,bacon piece,12.5,G,59.9,G,24.8,G,1
6965,instant polentum,1.03,G,4.17,G,0.44,G,1
6966,brioche bread,8.89,G,51.1,G,6.67,G,1
6967,soft breadstick,12.2,G,44.4,G,12.8,G,1
6968,sweet-hot mustard,1.5,G,26.6,G,0.9,G,1
6969,hokkien noodle,5.88,G,34.1,G,0.59,G,1
6970,udon noodle,6.19,G,40.7,G,3.1,G,1
6971,dry linguine,12.3,G,75.9,G,1.33,G,1
6972,raw chicken,17.4,G,0.04,G,8.1,G,1
6973,refined flmy,0.0,G,0.0,G,100,G,1
6974,pear liqueur,0.0,G,41.6,G,0.3,G,1
6975,lime segment,8.82,G,39.8,G,14.6,G,1
6976,bacardi limon,0.08,G,16.1,G,0.08,G,1
6977,soy cheese,26.5,G,53.2,G,7.35,G,1
6978,gemelli pastum,14.3,G,71.4,G,5.36,G,1
6979,italian vegetable,2.3,G,6.8,G,0.2,G,1
6980,trout fillet,35.5,G,0.0,G,11.0,G,1
6981,dipping sauce,5.97,G,3.89,G,33.2,G,1
6982,hot salt,2.0,G,13.7,G,0.4,G,1
6983,scrod fish,13.9,G,10.3,G,13.1,G,1
6984,rice paper,5.07,G,72.5,G,1.21,G,1
6985,edam cheese,28.6,G,0.0,G,28.6,G,1
6986,bourbon whiskey,0.0,G,0.0,G,0.0,G,1
6987,fish steak,13.9,G,10.3,G,13.1,G,1
6988,cane syrup,0.0,G,75.0,G,0.0,G,1
6989,risotto rice,8.89,G,75.6,G,2.22,G,1
6990,meatless sauce,3.78,G,19.4,G,1.6,G,1
6991,sole fillet,12.4,G,0.0,G,1.93,G,1
6992,fines herbe,13.3,G,72.0,G,1.84,G,1
6993,sea bas,11.0,G,4.02,G,10.6,G,1
6994,oatmeal bread,6.98,G,46.5,G,2.33,G,1
6995,prickly pear,0.73,G,9.57,G,0.51,G,1
6996,canned salmon,20.6,G,0.0,G,5.48,G,1
6997,ground meat,25.5,G,0.0,G,16.8,G,1
6998,red bean,21.3,G,0,0,1.16,G,1
6999,fresh sauerkraut,0.9,G,4.16,G,2.51,G,1
7000,garlic sauce,1.4,G,3.36,G,73.0,G,1
7001,red snapper,20.5,G,0.0,G,1.34,G,1
7002,ham slice,19.6,G,2.36,G,3.68,G,1
7003,plum preserve,0.52,G,13.5,G,0.23,G,1
7004,chianti wine,0.85,G,5.08,G,3.81,G,1
7005,palm sugar,0.0,G,84.2,G,0.0,G,1
7006,asian seasoning,0.0,G,0.0,G,0.0,G,1
7007,grape juice,0.0,G,16.7,G,0.0,G,1
7008,ketjap mani,30.0,G,30.0,G,60.0,G,1
7009,cherry preserve,0.0,G,68.4,G,0.0,G,1
7010,canned ham,16.1,G,0.26,G,18.8,G,1
7011,smoked pork,12.2,G,2.0,G,26.3,G,1
7012,haddock fillet,25.2,G,0.0,G,0.96,G,1
7013,greek olive,0.73,G,4.17,G,30.0,G,1
7014,potato gnocchi,4.44,G,32.2,G,0.83,G,1
7015,unrefined sugar,0.0,G,99.4,G,0.31,G,1
7016,satay sauce,0.0,G,28.1,G,0.0,G,1
7017,ginger wine,0.5,G,5.0,G,0.0,G,1
7018,plum juice,0.51,G,15.2,G,0.02,G,1
7019,wasabi paste,2.23,G,46.1,G,10.9,G,1
7020,garlic seasoning,0.0,G,0.0,G,0.0,G,1
7021,instant espresso,0.12,G,1.67,G,0.18,G,1
7022,lamb cutlet,20.3,G,0.0,G,12.4,G,1
7023,hake fillet,23.0,G,9.0,G,18.0,G,1
7024,hominy grit,8.8,G,79.6,G,1.2,G,1
7025,honey,0.3,G,82.4,G,0.0,G,1
7026,black vinegar,0.0,G,10.0,G,0.0,G,1
7027,garlic spread,0.0,G,7.14,G,71.4,G,1
7028,fine noodle,13.3,G,72.0,G,1.84,G,1
7029,pot roast,21.0,G,0.34,G,25.0,G,1
7030,pilsner beer,0.46,G,3.55,G,0.0,G,1
7031,radish sprout,3.81,G,3.6,G,2.53,G,1
7032,maple sugar,0.1,G,90.9,G,0.2,G,1
7033,shark steak,20.9,G,9.85,G,14.2,G,1
7034,shell noodle,6.5,G,56.2,G,28.6,G,1
7035,bay shrimp,7.61,G,75.0,G,8.36,G,1
7036,thin spaghettus,7.3,G,30.7,G,13.5,G,1
7037,kaffir lime,8.82,G,39.8,G,14.6,G,1
7038,yellow tomato,0.98,G,2.98,G,0.26,G,1
7039,pork sparerib,17.0,G,0.0,G,19.6,G,1
7040,thai seasoning,1.03,G,16.6,G,0.66,G,1
7041,date sugar,0.0,G,88.9,G,0.0,G,1
7042,kasseri cheese,21.4,G,3.57,G,32.1,G,1
7043,unsalted cashew,14.8,G,31.7,G,48.0,G,1
7044,kipfler potato,3.89,G,13.4,G,11.2,G,1
7045,pepper bacon,10.5,G,37.6,G,21.0,G,1
7046,onion,10.9,G,59.4,G,0.78,G,1
7047,steak,0.0,G,111,G,0.0,G,1
7048,dehydrated onion,8.95,G,83.3,G,0.46,G,1
7049,locatelli cheese,16.1,G,8.85,G,23.1,G,1
7050,olive bread,0.73,G,4.17,G,30.0,G,1
7051,unsulphured molass,0.0,G,100,G,0.0,G,1
7052,clamato juice,0.16,G,12.5,G,0.12,G,1
7053,epazote leaf,0.33,G,7.44,G,0.52,G,1
7054,besan flmy,22.4,G,57.8,G,6.69,G,1
7055,salsa fresca,0.0,G,3.85,G,0.0,G,1
7056,ground sumac,27.1,G,0.0,G,10.3,G,1
7057,carom seed,5.3,G,32.0,G,2.3,G,1
7058,dried coriander,21.9,G,52.1,G,4.78,G,1
7059,cherry 7-up,1.38,G,6.9,G,3.48,G,1
7060,chicken half,3.13,G,4.3,G,11.5,G,1
7061,barbecued chicken,16.4,G,26.0,G,4.55,G,1
7062,baby beet,1.3,G,7.7,G,0.1,G,1
7063,red caviar,24.6,G,4.0,G,17.9,G,1
7064,banana extract,0.06,G,12.6,G,0.06,G,1
7065,baby food,6.19,G,85.8,G,2.3,G,1
7066,infant cereal,1.4,G,7.38,G,3.49,G,1
7067,thai pepper,1.03,G,16.6,G,0.66,G,1
7068,french's mustard,4.25,G,5.3,G,3.38,G,1
7069,creamed horseradish,1.18,G,11.3,G,0.69,G,1
7070,black tea,0.0,G,0.0,G,0.0,G,1
7071,stewing lamb,8.8,G,11.7,G,2.28,G,1
7072,pork roll,8.93,G,1.79,G,10.7,G,1
7073,shrimp shell,6.5,G,56.2,G,28.6,G,1
7074,jelly bean,0.0,G,83.3,G,0.0,G,1
7075,lobster meat,17.9,G,0.0,G,1.79,G,1
7076,veal shank,19.3,G,0.0,G,3.3,G,1
7077,gummy worm,7.89,G,79.0,G,0.0,G,1
7078,red pumpkin,1.05,G,6.77,G,2.83,G,1
7079,french bean,18.8,G,64.1,G,2.02,G,1
7080,cooked quinoa,4.29,G,22.9,G,2.14,G,1
7081,california avocado,1.96,G,8.64,G,15.4,G,1
7082,crisp bacon,6.67,G,68.4,G,18.3,G,1
7083,jalapeno jelly,0.0,G,55.6,G,0.0,G,1
7084,tahini paste,17.0,G,21.2,G,53.8,G,1
7085,kelp powder,1.68,G,9.57,G,0.56,G,1
7086,crab leg,16.4,G,0.0,G,0.3,G,1
7087,pumpernickel round,10.2,G,48.9,G,1.53,G,1
7088,canned pimiento,1.35,G,6.24,G,0.37,G,1
7089,seafood sauce,8.52,G,2.55,G,17.4,G,1
7090,veal stock,16.7,G,6.52,G,8.56,G,1
7091,campanelle pastum,9.86,G,57.8,G,1.41,G,1
7092,frozen fruit,0.7,G,11.1,G,0.21,G,1
7093,cinnamon-swirl bread,7.05,G,44.4,G,5.29,G,1
7094,seedless orange,3.28,G,80.0,G,0.2,G,1
7095,teff flmy,3.87,G,19.9,G,0.65,G,1
7096,psyllium husk,0.0,G,88.9,G,0.0,G,1
7097,maraschino juice,0.22,G,42.0,G,0.21,G,1
7098,pear nectar,0.11,G,15.8,G,0.01,G,1
7099,barbecue seasoning,0.82,G,40.8,G,0.63,G,1
7100,english walnut,15.2,G,13.7,G,65.2,G,1
7101,garlic toast,5.41,G,43.2,G,27.0,G,1
7102,turkey chop,9.91,G,11.2,G,5.43,G,1
7103,peach syrup,0.0,G,93.3,G,0.0,G,1
7104,free-range chicken,20.1,G,0.0,G,1.8,G,1
7105,lifesavers candy,6.19,G,63.8,G,21.2,G,1
7106,chicken fat,0.0,G,0.0,G,99.8,G,1
7107,sourdough baguette,8.77,G,57.9,G,0.88,G,1
7108,yellow hominy,0.78,G,11.7,G,0.39,G,1
7109,raw cranberry,0.46,G,12.0,G,0.13,G,1
7110,leafy green,1.57,G,6.56,G,1.98,G,1
7111,dream whip,1.25,G,23.0,G,25.3,G,1
7112,filet mignon,15.2,G,0.0,G,15.2,G,1
7113,kitchen twine,0.0,G,69.2,G,0.0,G,1
7114,unsmoked bacon,10.5,G,37.6,G,21.0,G,1
7115,whole chestnut,3.17,G,53.0,G,2.2,G,1
7116,peach preserve,0.0,G,68.4,G,0.0,G,1
7117,persimmon pulp,1.54,G,96.1,G,0.66,G,1
7118,saltine crumb,9.46,G,74.0,G,8.64,G,1
7119,cracker meal,14.3,G,71.4,G,14.3,G,1
7120,fruit filling,5.57,G,24.7,G,6.23,G,1
7121,star-shaped pastum,16.3,G,13.6,G,28.6,G,1
7122,beef tip,4.1,G,4.82,G,0.25,G,1
7123,turkey tenderloin,22.1,G,0.0,G,3.19,G,1
7124,medium-sized shrimp,15.4,G,10.8,G,1.48,G,1
7125,mint extract,0.06,G,12.6,G,0.06,G,1
7126,dried chervil,23.2,G,49.1,G,3.9,G,1
7127,lavender honey,0.3,G,82.4,G,0.0,G,1
7128,avocado oil,0.0,G,0.0,G,93.3,G,1
7129,whipped butter,0.0,G,0.0,G,77.8,G,1
7130,brown breadcrumb,0.12,G,98.1,G,0.0,G,1
7131,plain gelatin,1.22,G,14.2,G,0.0,G,1
7132,onion ring,5.29,G,41.0,G,22.2,G,1
7133,ro-tel tomato,0.8,G,4.0,G,0.0,G,1
7134,mung dal,5.26,G,14.0,G,4.39,G,1
7135,dried tomato,14.1,G,55.8,G,2.97,G,1
7136,whole trout,35.5,G,0.0,G,11.0,G,1
7137,canned fruit,0.41,G,14.1,G,0.08,G,1
7138,roasted turkey,14.3,G,5.36,G,1.79,G,1
7139,ature bagel,10.6,G,52.4,G,1.32,G,1
7140,whole pecan,4.5,G,59.6,G,16.7,G,1
7141,cheese curd,12.5,G,6.9,G,8.1,G,1
7142,pie plate,3.0,G,42.6,G,16.1,G,1
7143,lebanese bread,7.89,G,48.7,G,0.0,G,1
7144,shiraz wine,0.5,G,5.0,G,0.0,G,1
7145,dried mango,2.5,G,85.0,G,0.0,G,1
7146,back bacon,25.7,G,0.0,G,20.8,G,1
7147,unsalted nut,20.4,G,27.4,G,47.4,G,1
7148,lemon myrtle,0.0,G,0.0,G,0.0,G,1
7149,fresh scallop,7.12,G,13.5,G,9.57,G,1
7150,garfava flmy,12.5,G,75.0,G,2.08,G,1
7151,thick bread,7.36,G,37.9,G,12.1,G,1
7152,raspberry extract,0.06,G,12.6,G,0.06,G,1
7153,pink lemonade,0.0,G,11.8,G,0.0,G,1
7154,pattypan squash,0.0,G,3.33,G,0.0,G,1
7155,beef mince,16.3,G,1.84,G,20.7,G,1
7156,nam pla,3.53,G,7.05,G,0.0,G,1
7157,tiny pea,14.1,G,62.2,G,14.1,G,1
7158,buddig beef,16.4,G,1.82,G,9.09,G,1
7159,blueberry preserve,0.0,G,100,G,0.0,G,1
7160,sesame breadstick,12.2,G,44.4,G,12.8,G,1
7161,salad macaroni,12.5,G,73.2,G,1.79,G,1
7162,flakey biscuit,9.67,G,30.0,G,24.4,G,1
7163,barley flmy,12.5,G,73.5,G,2.3,G,1
7164,multi-grain penne,13.4,G,43.3,G,4.23,G,1
7165,ti leaf,7.61,G,75.0,G,8.36,G,1
7166,chocolate icing,1.1,G,63.2,G,17.6,G,1
7167,grit,3.56,G,11.4,G,5.27,G,1
7168,turkey gravy,3.28,G,4.92,G,2.46,G,1
7169,mushroom stem,4.6,G,21.3,G,12.8,G,1
7170,oyster cracker,9.46,G,74.0,G,8.64,G,1
7171,yellow cheese,9.42,G,74.3,G,4.74,G,1
7172,cheese soup,2.74,G,8.54,G,3.36,G,1
7173,waffle mix,9.1,G,48.6,G,22.6,G,1
7174,tempura flmy,3.7,G,20.3,G,15.6,G,1
7175,pineapple topping,0.1,G,66.4,G,0.1,G,1
7176,planters pecan,16.3,G,50.7,G,30.6,G,1
7177,full-fat milk,38.6,G,27.9,G,20.7,G,1
7178,manioc starch,0.0,G,85.0,G,0.0,G,1
7179,pineapple-orange-banana juice,0.7,G,11.9,G,0.1,G,1
7180,chinkiang vinegar,1.0,G,3.0,G,0.0,G,1
7181,canned pear,0.18,G,15.2,G,0.05,G,1
7182,papaya nectar,0.17,G,14.5,G,0.15,G,1
7183,chestnut mushroom,3.17,G,53.0,G,2.2,G,1
7184,carnaroli rice,8.16,G,77.6,G,1.02,G,1
7185,garlic butter,0.0,G,0.0,G,0.0,G,1
7186,hard cheese,33.3,G,0.0,G,26.0,G,1
7187,soured milk,0.08,G,16.1,G,0.08,G,1
7188,soymilk lite,2.47,G,7.82,G,1.44,G,1
7189,pretzel twist,10.8,G,82.2,G,2.0,G,1
7190,raw cauliflower,1.92,G,4.97,G,0.28,G,1
7191,artichoke bottom,3.65,G,5.47,G,33.1,G,1
7192,realemon juice,0.0,G,0.0,G,0.0,G,1
7193,ginger biscuit,9.67,G,30.0,G,24.4,G,1
7194,rose essence,0.6,G,5.7,G,0.3,G,1
7195,strawberry soda,0.0,G,12.7,G,0.0,G,1
7196,pizza seasoning,0.0,G,0.0,G,0.0,G,1
7197,quinoa flmy,4.4,G,21.3,G,1.92,G,1
7198,unsweetened soymilk,2.88,G,1.65,G,1.65,G,1
7199,mango yogurt,7.64,G,11.8,G,1.69,G,1
7200,creamed honey,0.0,G,81.0,G,0.0,G,1
7201,country bread,12.6,G,21.4,G,16.8,G,1
7202,raw honey,0.0,G,75.2,G,0.0,G,1
7203,almond halve,21.0,G,18.8,G,55.5,G,1
7204,gingerbread syrup,4.02,G,50.7,G,10.2,G,1
7205,banana bread,5.26,G,68.4,G,15.8,G,1
7206,grilled chicken,18.3,G,2.44,G,15.8,G,1
7207,multi-bran chex,9.6,G,44.6,G,6.0,G,1
7208,lemon sherbet,1.1,G,30.4,G,2.0,G,1
7209,canned blueberry,0.41,G,44.4,G,0.2,G,1
7210,bananaing,3.89,G,88.3,G,1.81,G,1
7211,chai tea,0.0,G,0.0,G,0.0,G,1
7212,stale bread,5.96,G,47.2,G,17.6,G,1
7213,white vanilla,0.04,G,8.26,G,0.04,G,1
7214,veal chop,24.6,G,0.0,G,12.2,G,1
7215,wheatables cracker,14.2,G,64.4,G,13.4,G,1
7216,gyoza skin,20.2,G,0.0,G,40.3,G,1
7217,sunflower margarine,0.17,G,0.82,G,65.0,G,1
7218,parma ham,30.0,G,0.0,G,15.0,G,1
7219,banana chip,2.3,G,58.4,G,33.6,G,1
7220,champagne vinegar,0.0,G,0.0,G,0.0,G,1
7221,lemon thyme,5.56,G,24.4,G,1.68,G,1
7222,penne rigate,12.0,G,72.0,G,1.5,G,1
7223,arugula leaf,2.58,G,3.65,G,0.66,G,1
7224,dried tamarind,2.52,G,66.2,G,0.57,G,1
7225,cavatappi pastum,19.0,G,7.8,G,11.0,G,1
7226,strawberry slice,0.53,G,25.9,G,0.13,G,1
7227,piave cheese,28.6,G,0.0,G,39.3,G,1
7228,spring roll,2.71,G,31.7,G,7.24,G,1
7229,frozen artichoke,2.0,G,12.0,G,0.0,G,1
7230,fish bone,21.4,G,0.0,G,5.5,G,1
7231,loose tea,0.0,G,0.0,G,0.0,G,1
7232,fresh lemongras,3.15,G,2.65,G,0.64,G,1
7233,baby leek,1.57,G,14.7,G,3.04,G,1
7234,non-iodized salt,0,0,0,0,0,0,1
7235,spinach linguine,2.92,G,2.88,G,0.98,G,1
7236,curing salt,5.05,G,0.0,G,80.5,G,1
7237,canned beet,0.91,G,7.21,G,0.14,G,1
7238,gray salt,0.0,G,75.0,G,25.0,G,1
7239,arrowroot cookies,7.6,G,75.4,G,10.0,G,1
7240,angostura bitter,0.82,G,4.19,G,2.71,G,1
7241,mixed peel,0.59,G,2.16,G,0.16,G,1
7242,borlotti bean,5.83,G,17.5,G,0.42,G,1
7243,white cheese,27.0,G,3.5,G,25.0,G,1
7244,brown sauce,0.3,G,30.0,G,0.1,G,1
7245,dry marsala,16.7,G,6.52,G,8.56,G,1
7246,pan juice,9.42,G,56.4,G,11.6,G,1
7247,wonton skin,10.3,G,51.9,G,31.7,G,1
7248,field green,1.18,G,4.71,G,0.0,G,1
7249,arm roast,25.5,G,0.0,G,8.25,G,1
7250,long bean,0.04,G,20.7,G,0.01,G,1
7251,plastic wrap,14.8,G,22.5,G,12.5,G,1
7252,elephant garlic,1.4,G,3.36,G,73.0,G,1
7253,vegan cheese,0.3,G,16.0,G,19.2,G,1
7254,fresh kale,3.05,G,4.61,G,4.28,G,1
